"id","player","team","position","age","exp","pos","avg_type","points","pos_rank","drop_off","sd_pts","floor","ceiling","tier","points_vor","rank","floor_vor","floor_rank","ceiling_vor","ceiling_rank"
"13164","Cooper Kupp","LAR","WR",27,3,"WR","weighted",195.980352918891,16,1.69449812142966,18.9029446799481,181.5,223.083318181818,5,37.8708845961355,52,43.65,46,43.5530075487976,45
"13165","Ryan Switzer","FA","WR",26,3,"WR","weighted",8.4,175,0.0722788906009253,NA,8.4,8.4,34,-149.709468322756,569,-129.45,541,-171.130310633021,579
"13167","Taywan Taylor","FA","WR",25,3,"WR","weighted",26.55,138,0.237207198443585,Inf,26.55,26.55,19,-131.559468322756,532,-111.3,491,-152.980310633021,532
"13168","Josh Reynolds","LAR","WR",25,3,"WR","weighted",88.2267264187505,83,1.65893817522397,26.0541696368188,57.5,113.723914373089,11,-69.8827419040055,304,-80.35,304,-65.8063962599319,301
"13170","Shelton Gibson","FA","WR",25,3,"WR","weighted",8.686,174,0.298278890600923,NA,8.686,8.686,33,-149.423468322756,568,-129.164,538,-170.844310633021,576
"13172","Noah Brown","DAL","WR",23,3,"WR","weighted",8.96784899845917,173,0.424848998459169,1.25723585694968,8.072,9.67355932721713,29,-149.141619324297,567,-129.778,545,-169.856751305803,573
"13176","Zay Jones","LVR","WR",25,3,"WR","weighted",61.2617936670071,108,2.13846296384083,36.5257504584062,24.943,92.3559166666667,16,-96.8476746557489,383,-112.907,497,-87.1743939663539,340
"13179","Gehrig Dieter","FA","WR",27,3,"WR","weighted",4.51873959938367,196,0.21429121725732,5.37118310989301,0.75,7.58050248447205,38,-153.590728723372,590,-137.1,585,-171.949808148549,586
"13183","Chad Hansen","FA","WR",25,3,"WR","weighted",7.745,183,0.386153312788905,Inf,7.745,7.745,37,-150.364468322756,577,-130.105,550,-171.785310633021,585
"13188","O.J. Howard","TBB","TE",26,3,"TE","weighted",77.4630721249849,31,0.515702966590595,10.2704471064182,65.594,89.7094090909091,7,-46.2376400581944,251,-41.3793333333333,219,-54.3242682519141,280
"13189","Evan Engram","NYG","TE",26,3,"TE","weighted",139.403727113438,6,6.7975480917537,13.9558056014301,122.6,154.027318181818,3,15.7030149302587,75,15.6266666666667,73,9.99364083899496,86
"13190","Jake Butt","DEN","TE",25,3,"TE","weighted",16.9008526077098,90,0.247173202071384,10.6292870871435,4.4,26.6733790909091,14,-106.79985957547,423,-102.573333333333,413,-117.360298251914,413
"13192","David Njoku","CLE","TE",24,3,"TE","weighted",62.9119565217391,38,3.95655461296612,11.4133201064547,50.3,76.7098837209302,9,-60.7887556614402,283,-56.6733333333333,249,-67.323793621893,304
"13193","Jonnu Smith","TEN","TE",25,3,"TE","weighted",115.380146092656,15,0.796965558112177,10.8697934376449,102.1,130.030871886121,4,-8.32056609052351,137,-4.87333333333332,118,-14.0028054567022,156
"13194","Jeremy Sprinkle","WAS","TE",26,3,"TE","weighted",38.3798519388954,53,1.22707246583621,18.4701686400623,8.714,55.0534862385321,10,-85.3208602442839,342,-98.2593333333333,382,-88.9801911042911,348
"13195","Jordan Leggett","FA","TE",25,3,"TE","weighted",4.697,117,0.237975346687213,NA,4.697,4.697,17,-119.003712183179,475,-102.276333333333,410,-139.336677342823,479
"13197","Michael Roberts","FA","TE",26,3,"TE","weighted",6.09952850539291,114,0.662032357473036,2.35254426100764,4.3,7.29171692546584,17,-117.601183677786,469,-102.673333333333,416,-136.741960417357,470
"13234","Marlon Mack","IND","RB",24,3,"RB","weighted",127.156582777717,35,0.89841726070263,14.4318515207104,107.9,146.068486238532,9,-1.56885676414659,107,-2.417,112,-9.02887466063777,138
"13235","Josh Malone","FA","WR",24,3,"WR","weighted",0.7,217,0.35,NA,0.7,0.7,54,-157.409468322756,611,-137.15,586,-178.830310633021,617
"13236","Gerald Everett","LAR","TE",26,3,"TE","weighted",77.3476782652547,32,1.26717395058041,12.2200006690741,62,90.2407798165138,7,-46.3530339179247,252,-44.9733333333333,229,-53.7928975263095,278
"13239","Elijhaa Penny","NYG","RB",27,4,"RB","weighted",0.715,151,0.215,NA,0.715,0.715,14,-128.010439541864,516,-109.602,476,-154.38236089917,540
"13240","Brian Hill","ATL","RB",25,3,"RB","weighted",58.7578291605302,77,1.62748852004892,22.5448886238971,32.4,82.9126911314985,12,-69.9676103813335,305,-77.917,298,-72.1846697676714,312
"13241","Aldrick Rosas","FA","K",26,4,"K","weighted",103.909005937099,17,1.0453919104436,7.96961081917813,98.7,108.75140699592,1,-6.74527745343704,132,6.94474800057795,90,-22.6430659332772,199
"13246","Mo Alie-Cox","IND","TE",27,3,"TE","weighted",34.9123176100354,57,1.26572961122654,19.2950409330804,12.8,58.4054561046512,10,-88.788394573144,350,-94.1733333333333,358,-85.6282212381721,338
"13254","Adam Shaheen","MIA","TE",26,3,"TE","weighted",23.7796296296296,76,0.671913382970335,16.9479145794496,8.8,40.327917877907,12,-99.9210825535497,390,-98.1733333333333,381,-103.705759464916,383
"13277","Kenny Golladay","DET","WR",27,3,"WR","weighted",213.340991437652,6,6.10082252906619,15.044429171388,199.9,234.614727272727,4,55.2315231148962,34,62.05,30,55.0844166397067,35
"13280","Chad Williams","FA","WR",26,3,"WR","weighted",4.1588967642527,198,0.443396764252696,2.08030815025082,2.6,5.24551583850932,42,-153.950571558503,592,-135.25,573,-174.284794794511,593
"13289","Mack Hollins","MIA","WR",27,3,"WR","weighted",21.3177318952234,146,0.165731895223416,9.50280803236601,14.65,26.7346659937888,21,-136.791736427533,540,-123.2,515,-152.795644639232,527
"13290","Tarik Cohen","CHI","RB",25,3,"RB","weighted",143.407518225191,32,7.11887069216439,12.2367584471251,136.8,162.754811046512,8,14.6820786833271,80,26.483,66,7.65745014734176,88
"13299","George Kittle","SFO","TE",27,3,"TE","weighted",195.715801687223,2,28.7807225007247,14.7057293903343,171.9,212.316545454545,1,72.0150895040435,27,64.9266666666667,27,68.2828681117222,31
"13303","Jake Elliott","PHI","K",25,3,"K","weighted",101.634031951471,22,2.08773096999674,25.3186646374219,70.875814546481,122.494448167297,2,-9.02025143906525,140,-20.8794374529411,167,-8.90002476190074,136
"13313","Isaiah McKenzie","BUF","WR",25,3,"WR","weighted",32.816342064715,129,2.99355801802234,5.16329371622416,27.748,34.3253825688073,19,-125.293126258041,504,-110.102,482,-145.204928064213,502
"13315","Eric Saubert","CHI","TE",26,3,"TE","weighted",5.92947303543914,115,1.10821340523883,3.67624815538886,3.35,8.02506350931677,17,-117.77123914774,470,-103.623333333333,421,-136.008613833506,468
"13316","Trent Taylor","SFO","WR",26,3,"WR","weighted",27.4803116147309,134,0.43260129115615,15.2310800667582,15.96,35.4937678100264,19,-130.629156708025,526,-121.89,512,-144.036542822994,499
"13319","Aaron Jones","GBP","RB",26,3,"RB","weighted",249.5597095002,7,3.95239585271818,38.9064150183122,207.7,303.472776244224,3,120.834269958336,7,97.383,17,148.375415345054,7
"13326","Alexander Armah","CAR","RB",26,3,"RB","weighted",8.77035850956697,130,0.0771119764390775,8.50713593903762,2.05,16.2998988372093,14,-119.955081032297,479,-108.267,465,-138.797462061961,477
"13347","Zane Gonzalez","ARI","K",25,3,"K","weighted",102.472798933881,20,0.735104888939148,20.9379317406814,72.2062997271253,121.049937844468,1,-8.18148445665534,136,-19.5489522722968,164,-10.3445350847295,142
"13348","David Moore","SEA","WR",25,3,"WR","weighted",42.1827056021536,121,0.782616185931076,8.37533902425201,33.8,49.3059826086957,17,-115.926762720602,461,-104.05,424,-130.224328024325,445
"13354","Harrison Butker","KCC","K",25,3,"K","weighted",131.075075813668,3,9.05642408975194,33.2856826941696,91.9670640135377,165.044555013105,1,20.4207924231322,71,0.211812014115637,106,33.6500820839072,60
"13364","Chris Carson","SEA","RB",26,3,"RB","weighted",211.681661729342,16,6.46810081716384,37.7539147021516,179.6,267.848016035617,4,82.9562221874787,21,69.283,24,112.750655136447,17
"13367","Austin Carr","FA","WR",27,3,"WR","weighted",8.37544221879815,176,0.155942218798153,0.405879292401079,8.116,8.63303883792049,34,-149.734026103958,570,-129.734,544,-170.8972717951,578
"13369","Cethan Carter","CIN","TE",27,3,"TE","weighted",3.14302619414484,122,0.251526194144839,2.84044794002636,1.15,4.76218121118012,18,-120.557685989034,485,-105.823333333333,437,-139.271496131643,478
"13375","Victor Bolden","FA","WR",25,3,"WR","weighted",13.3220030816641,167,1.2520030816641,6.51598898863404,8.75,17.0363454968944,24,-144.787465241092,561,-129.1,537,-162.493965136126,561
"13377","Tim Patrick","DEN","WR",27,3,"WR","weighted",53.0213068174324,116,0.398057299084229,5.11262391414076,48.173,57.6964907651715,16,-105.088161505324,416,-89.677,333,-121.833819867849,426
"13378","Matt Breida","MIA","RB",25,3,"RB","weighted",126.338719729275,36,0.462110518236699,16.0621261911642,101.6,144.225638248625,9,-2.38671981258815,111,-8.71700000000001,128,-10.8717226505451,144
"13382","Ricky Seals-Jones","KCC","TE",25,3,"TE","weighted",27.8583764064719,67,0.531215356352917,11.7155038669007,17.459,42.8186363636364,12,-95.8423357767074,376,-89.5143333333333,332,-101.215040979187,378
"13384","Taquan Mizzell","FA","RB",27,3,"RB","weighted",3.473,140,0.515,NA,3.473,3.473,14,-125.252439541864,503,-106.844,452,-151.62436089917,522
"13387","Marcus Johnson","FA","WR",26,4,"WR","weighted",19.4761386748844,152,0.907542372881355,10.5804387668943,11.937,25.4151396024465,23,-138.633329647872,546,-125.913,525,-154.115171030574,539
"13391","Jacob Hollister","SEA","TE",27,3,"TE","weighted",38.6075135135135,52,0.637783783783782,24.1184199060724,20.1,70.3408256880734,10,-85.0931986696658,341,-86.8733333333333,322,-73.6928516547499,316
"13396","Darrell Daniels","ARI","TE",26,4,"TE","weighted",7.95195069337442,111,0.990620955315871,9.26097751320021,1.353,13.1503129969419,17,-115.748761489805,460,-105.620333333333,435,-130.883364345881,448
"13398","Tim White","FA","WR",26,3,"WR","weighted",2.694,203,0.069,NA,2.694,2.694,47,-155.415468322756,597,-135.156,571,-176.836310633021,604
"13403","Younghoe Koo","ATL","K",26,3,"K","weighted",107.5549070856,10,0.616120485143156,29.787981944504,73.0151817407117,135.592894672324,1,-3.09937630493576,115,-18.7400702587104,161,4.19842174312632,94
"13404","Austin Ekeler","LAC","RB",25,3,"RB","weighted",232.501091386119,14,15.4867764889489,21.7321721696874,209.5,263.468030030383,4,103.775651844256,15,99.183,13,108.370669131213,19
"13411","Tyrone Swoopes","FA","TE",26,3,"TE","weighted",2.644,125,1.5175,NA,2.644,2.644,18,-121.056712183179,490,-104.329333333333,427,-141.389677342823,486
"13412","Keelan Cole","JAC","WR",27,3,"WR","weighted",60.1967603310638,109,2.90898878175624,28.0036988268645,30.867,91.4118313953488,16,-97.9127079916922,386,-106.983,455,-88.1184792376718,344
"13416","P.J. Walker","CAR","QB",25,3,"QB","weighted",9.4,61,0.626537850994035,NA,9.4,9.4,10,-266.455987291722,649,-247.066666666667,615,-297.869104187211,661
"13418","Kendrick Bourne","SFO","WR",25,3,"WR","weighted",79.7416275811222,90,1.11711001403887,9.44523649852355,69.75,89.7286666666667,15,-78.3678407416338,324,-68.1,271,-89.8016439663539,352
"13424","Taysom Hill","NOS","QB",30,3,"QB","weighted",31.5932608695652,40,4.1790088199992,17.9254450219284,13.48,51.4847272727273,10,-244.262726422157,628,-242.986666666667,603,-255.784376914484,633
"13424","Taysom Hill","NOS","QB",30,3,"TE","weighted",64.293,36,1.24028025851939,NA,64.293,64.293,8,-59.4077121831793,280,-42.6803333333333,223,-79.7406773428232,328
"13427","Robert Tonyan","GBP","TE",26,3,"TE","weighted",45.141860058309,48,3.61286234320262,19.6929860721547,14.85,56.6376565217391,10,-78.5588521248703,325,-92.1233333333333,343,-87.3960208210841,341
"13445","Antony Auclair","TBB","TE",27,3,"TE","weighted",8.92881772406848,108,0.70631772406848,11.3002202782051,0.85,18.9313341569767,16,-114.771894459111,456,-106.123333333333,441,-125.102343185846,434
"13455","Patrick Ricard","BAL","RB",26,3,"RB","weighted",8.1514468412943,133,1.53896610169491,5.26087445202791,4.25,10.9402236024845,14,-120.573992700569,486,-106.067,440,-144.157137296685,500
"13476","Evan Baylis","FA","TE",27,3,"TE","weighted",2.661,124,0.4125,NA,2.661,2.661,18,-121.039712183179,489,-104.312333333333,426,-141.372677342823,485
"13488","Zach Pascal","IND","WR",26,3,"WR","weighted",65.0065976850182,103,1.35269775374616,19.3386342011883,45.6,81.1202325581395,16,-93.1028706377378,364,-92.25,344,-98.4100780748811,372
"13505","Marvin Hall","DET","WR",27,4,"WR","weighted",22.551998459168,145,1.26813251155624,4.94762614796227,19.203,25.4948675465839,20,-135.557469863588,539,-118.647,508,-154.035443086437,538
"13510","Jaydon Mickens","TBB","WR",26,4,"WR","weighted",0.015,223,0.067,NA,0.015,0.015,NA,-158.094468322756,617,-137.835,593,-179.515310633021,623
"13529","JoJo Natson","CLE","WR",26,4,"WR","weighted",1.695,212,0.2605,Inf,1.695,1.695,51,-156.414468322756,606,-136.155,580,-177.835310633021,612
"13564","Sam Ficken","NYJ","K",28,5,"K","weighted",89.2862702877142,31,2.52862348169627,19.6845745634538,63.7857683332155,110.199816566726,2,-21.3680131028217,183,-27.9694836662066,191,-21.1946563624722,187
"13585","Brandon Zylstra","CAR","WR",27,2,"WR","weighted",4.69806163328197,194,0.163691833590138,0.929138310479123,4.036,5.21960458715596,41,-153.411406689474,588,-133.814,565,-174.310706045865,594
"13589","Josh Allen","BUF","QB",24,2,"QB","weighted",306.260101824128,7,14.4311202672424,18.0255516881441,282.68,327.681609090909,4,30.404114532406,60,26.2133333333333,67,20.4125049036978,69
"13590","Baker Mayfield","CLE","QB",25,2,"QB","weighted",266.487993857674,17,2.42972626866845,15.6535292865803,252.04,289.297579582733,6,-9.36799343404874,142,-4.42666666666668,116,-17.9715246044785,175
"13591","Josh Rosen","FA","QB",23,2,"QB","weighted",10.3819178082192,59,0.9569783433125,10.1681955134626,3.36,16.3085363636364,11,-265.474069483503,647,-253.106666666667,629,-290.960567823575,647
"13592","Sam Darnold","NYJ","QB",23,2,"QB","weighted",238.645172960159,27,18.026608555446,18.736600790227,225.94,266.637389215287,7,-37.2108143315633,227,-30.5266666666667,202,-40.6317149719245,244
"13593","Lamar Jackson","BAL","QB",23,2,"QB","weighted",376.059174742199,1,29.5152028064371,8.07810353141943,373,390.961614346034,1,100.203187450476,16,116.533333333333,8,83.6925101588225,23
"13595","Mason Rudolph","PIT","QB",25,2,"QB","weighted",26.297619047619,42,2.82103445134576,18.7161174210876,10.68,43.7432110091743,10,-249.558368244103,630,-245.786666666667,611,-263.525893178037,634
"13604","Saquon Barkley","NYG","RB",23,2,"RB","weighted",311.98075680249,2,23.5022868898557,47.7905653726029,279,384.48918729559,2,183.255317260626,2,168.683,2,229.39182639642,2
"13606","Ronald Jones","TBB","RB",23,2,"RB","weighted",116.378121901499,42,5.97057729704922,17.3329114394113,94.6897212917497,140.224590909091,9,-12.3473176403651,155,-15.6272787082503,153,-14.872769990079,163
"13607","Sony Michel","NEP","RB",25,2,"RB","weighted",123.398981858593,39,3.89645722481485,37.008362257108,82.3,173.291823695328,9,-5.32645768327022,125,-28.017,192,18.1944627961585,76
"13608","Rashaad Penny","SEA","RB",24,2,"RB","weighted",65.5785577957221,71,2.78081456498801,27.070229066738,37.6,98.423555654287,11,-63.1468817461416,289,-72.717,283,-56.6738052448829,282
"13610","Nick Chubb","CLE","RB",25,2,"RB","weighted",234.873763223745,13,7.44973349818548,34.2221895796471,208.5,286.899076401888,4,106.148323681881,14,98.183,15,131.801715502718,12
"13612","Kerryon Johnson","DET","RB",23,2,"RB","weighted",122.475884532143,40,6.02224121368627,21.6290686602984,96.3,151.951353211009,9,-6.24955500972089,131,-14.017,143,-3.14600768816069,117
"13613","Jaylen Samuels","PIT","RB",24,2,"RB","weighted",70.7213316967898,64,0.100164696550436,30.6891606389645,34.537,105.022842915239,11,-58.0041078450738,273,-75.78,292,-50.0745179839304,269
"13614","Phillip Lindsay","DEN","RB",26,2,"RB","weighted",132.681016118598,34,5.93336486510211,11.5797784280867,119.561,150.0425,8,3.95557657673473,97,9.24399999999999,84,-5.05486089916988,126
"13615","Bo Scarbrough","DET","RB",24,2,"RB","weighted",NA,NA,NA,NA,2.96,2.96,15,NA,NA,-107.357,458,-152.13736089917,525
"13617","Royce Freeman","DEN","RB",24,2,"RB","weighted",56.7050188014101,79,1.07099147404386,19.0574126031201,32.436,77.7776515151515,12,-72.0204207404535,309,-77.881,297,-77.3197093840184,320
"13619","John Kelly","FA","RB",24,2,"RB","weighted",8.65,132,1.07280662557781,NA,8.65,8.65,14,-120.075439541864,481,-101.667,406,-146.44736089917,507
"13620","Justin Jackson","LAC","RB",25,2,"RB","weighted",88.274926426054,52,1.39159642488677,37.7884502234778,43.568,134.526056161548,10,-40.4505131158096,232,-66.749,270,-20.5713047376223,185
"13621","Kalen Ballage","FA","RB",25,2,"RB","weighted",20.95,112,2.37495223420648,NA,20.95,20.95,13,-107.775439541864,427,-89.367,331,-134.14736089917,460
"13622","Nyheim Hines","IND","RB",24,2,"RB","weighted",102.429481000517,47,6.95286492388129,20.8164029273227,75.348,130.676274751705,10,-26.2959585413463,203,-34.969,210,-24.421086147465,202
"13623","Darrel Williams","KCC","RB",25,2,"RB","weighted",74.2299299466007,61,1.14883224704154,13.7547686536951,56.5,87.6858720930232,11,-54.4955095952629,268,-53.817,244,-67.4114888061466,305
"13629","Calvin Ridley","ATL","WR",26,2,"WR","weighted",191.605556444909,19,2.37641514724191,11.3428296932616,175.45,205.117882562278,5,33.4960881221526,57,37.6,53,25.587571929257,66
"13630","Courtland Sutton","DEN","WR",25,2,"WR","weighted",193.799309552969,18,3.32468713404336,25.0087893795669,175.35,230.365863636364,5,35.6898412302129,55,37.5,55,50.835553003343,39
"13631","James Washington","PIT","WR",24,2,"WR","weighted",98.2083600605144,77,2.18234022528178,35.8203376203203,66.5,150.30793594306,10,-59.9011082622416,281,-71.35,279,-29.2223746899601,214
"13632","Allen Lazard","GBP","WR",25,2,"WR","weighted",131.84940336575,53,1.91163273260196,21.2809185274971,116.6,160.793754448399,9,-26.2600649570059,202,-21.25,169,-18.736556184622,180
"13633","Christian Kirk","ARI","WR",24,2,"WR","weighted",152.334896490913,38,2.85023669663218,14.2700695658005,140.8,173.269363636364,8,-5.77457183184296,128,2.95000000000002,98,-6.26094699665697,132
"13634","Dante Pettis","SFO","WR",25,2,"WR","weighted",27.3834206471495,135,0.73742064714946,15.7720167543659,16.145,36.2365527522936,19,-130.726047675607,527,-121.705,511,-143.293757880727,492
"13635","D.J. Moore","CAR","WR",23,2,"WR","weighted",203.163988771354,9,2.03757824202756,21.8585348108876,180.8,232.933545454545,4,45.0545204485983,43,42.95,47,53.4032348215248,37
"13636","Deon Cain","FA","WR",24,2,"WR","weighted",13.4,165,0.0713322680124584,NA,13.4,13.4,27,-144.709468322756,559,-124.45,521,-166.130310633021,566
"13637","Equanimeous St. Brown","GBP","WR",24,2,"WR","weighted",41.3436807779703,123,2.45906289982194,2.42308594782601,38.273,42.5796569920844,17,-116.765787544786,464,-99.577,394,-136.950653640936,471
"13638","Braxton Berrios","NYJ","WR",25,2,"WR","weighted",6.55,188,0.408152542372882,NA,6.55,6.55,29,-151.559468322756,582,-131.3,555,-172.980310633021,590
"13639","Anthony Miller","CHI","WR",26,2,"WR","weighted",140.710656397258,47,3.50874238335973,16.920872926474,128.6,165.991174377224,9,-17.3988119254983,173,-9.24999999999997,130,-13.5391362557964,149
"13641","Ray-Ray McCloud","PIT","WR",24,2,"WR","weighted",2.65,204,0.0740000000000003,NA,2.65,2.65,37,-155.459468322756,598,-135.2,572,-176.880310633021,605
"13642","Auden Tate","CIN","WR",23,2,"WR","weighted",69.2069546279492,98,2.61127274182272,46.4397328844384,30.7,133.146316725979,15,-88.9025136948068,351,-107.15,456,-46.383993907042,261
"13644","Javon Wims","CHI","WR",26,2,"WR","weighted",26.4900505836576,139,0.684954876703458,2.74547708180019,23.251,28.344036939314,20,-131.619417739098,533,-114.599,500,-151.186273693707,520
"13645","Tre'Quan Smith","NOS","WR",24,2,"WR","weighted",79.4026535552194,91,1.8551331644364,25.5000317325168,49.7,111.077409090909,15,-78.7068147675366,327,-88.15,327,-68.4529015421115,308
"13646","Michael Gallup","DAL","WR",24,2,"WR","weighted",164.612704992436,33,4.05565151887757,11.6647442306084,150,180.804863636364,7,6.50323666967969,93,12.15,80,1.27455300334302,102
"13647","Marcell Ateman","FA","WR",26,2,"WR","weighted",20.9,149,0.638292425341593,NA,20.9,20.9,23,-137.209468322756,543,-116.95,505,-158.630310633021,556
"13649","DaeSean Hamilton","DEN","WR",25,2,"WR","weighted",25.3537380585516,142,1.71960598616249,6.97702260996766,20.283,29.1708435779816,20,-132.755730264204,536,-117.567,507,-150.359467055039,517
"13652","Cedrick Wilson","DAL","WR",25,2,"WR","weighted",16.5057704280156,156,0.804256445114603,9.39309622441237,4.731,22.3448318042813,24,-141.60369789474,550,-133.119,562,-157.185478828739,550
"13653","Robert Foster","FA","WR",26,2,"WR","weighted",17.7908351309707,154,0.759943753634744,2.71104739906922,14.966,18.4195311926605,24,-140.318633191785,548,-122.884,514,-161.11077944036,560
"13657","J'Mon Moore","FA","WR",25,2,"WR","weighted",7.813,181,0.0624999999999991,NA,7.813,7.813,37,-150.296468322756,575,-130.037,548,-171.717310633021,583
"13662","Keke Coutee","HOU","WR",23,2,"WR","weighted",34.9120246533128,127,1.77407774756734,20.8016672889459,21.082,47.5806908256881,18,-123.197443669443,496,-116.768,503,-131.949619807333,456
"13664","Trey Quinn","FA","WR",25,2,"WR","weighted",82.5,86,0.170454696061967,NA,82.5,82.5,13,-75.609468322756,315,-55.35,246,-97.0303106330206,370
"13668","D.J. Chark","JAC","WR",24,2,"WR","weighted",183.810583748712,24,3.12256863738918,16.4188234212629,167.9,206.469045454545,6,25.7011154259561,65,30.05,62,26.9387348215248,63
"13669","Malik Turner","DAL","WR",24,2,"WR","weighted",14.3188875192604,161,0.644818952234207,9.06581604159273,7.859,19.4077019877676,24,-143.790580803496,555,-129.991,546,-160.122608645253,558
"13671","Mark Andrews","BAL","TE",24,2,"TE","weighted",163.471735768939,4,12.7037637967313,12.6648537596179,150.7,180.801368636364,2,39.7710235857598,49,43.7266666666667,45,36.7676912935404,53
"13672","Mike Gesicki","MIA","TE",25,2,"TE","weighted",122.035489704215,14,6.91218821613175,16.5003493415459,103.8,145.872491103203,4,-1.66522247896474,108,-3.17333333333332,114,1.83881376037959,99
"13674","Dallas Goedert","PHI","TE",26,2,"TE","weighted",113.478836106909,19,4.09472617246595,17.8717299064012,92.5,138.217909090909,4,-10.2218760762706,147,-14.4733333333333,147,-5.81576825191414,129
"13675","Tyler Conklin","MIN","TE",25,2,"TE","weighted",13.6083537414966,98,0.591477011669049,5.33001378961296,8.7,19.4346947674419,15,-110.092358441683,434,-98.2733333333333,383,-124.598982575381,433
"13676","Durham Smythe","MIA","TE",25,2,"TE","weighted",16.7558354876616,91,0.630073825853994,9.54453923967488,1.156,23.255092348285,15,-106.944876695518,424,-105.817333333333,436,-120.778584994538,423
"13678","Ian Thomas","CAR","TE",24,2,"TE","weighted",104.657366616238,22,8.99418608169441,16.1095658869756,85.7,127.225338078292,5,-19.0433455669413,175,-21.2733333333333,170,-16.8083392645314,167
"13679","Chris Herndon","NYJ","TE",24,2,"TE","weighted",110.715547150782,20,4.3605274836107,15.0782449359231,90.5,126.527318181818,5,-12.9851650323977,157,-16.4733333333333,156,-17.5063591610051,173
"13680","Hayden Hurst","ATL","TE",27,2,"TE","weighted",129.44048512355,11,4.90716170088849,11.3584755062451,110.35,141.600640569395,3,5.73977294037087,96,3.37666666666668,97,-2.43303677342823,113
"13718","Daniel Carlson","LVR","K",25,2,"K","weighted",89.1152936120359,32,5.33011100397827,18.5476106444265,64.7264772727273,104.983024177129,2,-21.5389897785,184,-27.0287747266948,188,-26.4114487520687,207
"13719","Eddy Pineiro","CHI","K",25,2,"K","weighted",89.4221882353951,30,0.221406285520118,20.9909690544943,62.1887517667658,105.553942502118,2,-21.2320951551407,182,-29.5665002326562,199,-25.8405304270798,204
"13722","Blake Jarwin","DAL","TE",26,3,"TE","weighted",114.86645688351,16,0.5990494200706,11.5954604925505,102.2,131.348434163701,4,-8.83425529966948,139,-4.77333333333333,117,-12.6852431791222,146
"13724","Richie James","SFO","WR",25,2,"WR","weighted",25.474656394453,141,0.849155292788065,13.4343217357632,16.994,34.0783492236025,19,-132.634811928303,535,-120.856,510,-145.451961409418,503
"13726","Chase Edmonds","ARI","RB",24,2,"RB","weighted",86.4502025082913,54,2.56818455588076,23.2351209143939,65.9,120.414610645977,10,-42.2752370335724,238,-44.417,227,-34.6827502531933,228
"13753","Jordan Akins","HOU","TE",28,2,"TE","weighted",56.5171821386604,42,1.07339226642473,7.36306614743733,50.6,66.0569703030303,9,-67.1835300445189,298,-56.3733333333333,248,-77.9767070397929,322
"13763","Will Dissly","SEA","TE",24,2,"TE","weighted",76.5470600515339,33,1.26258601476985,19.7023902533119,55.4,100.205229357798,7,-47.1536521316454,254,-51.5733333333333,241,-43.8284479850251,253
"13768","Ito Smith","ATL","RB",25,2,"RB","weighted",61.7150795333725,74,1.46308194132647,27.2865354146286,30.5,93.6562242640517,11,-67.0103600084911,297,-79.817,303,-61.4411366351182,296
"13772","Dalton Schultz","DAL","TE",24,2,"TE","weighted",27.2140600555846,69,0.799759954879711,18.5548880354225,8.052,48.9400764525994,12,-96.4866521275947,380,-98.9213333333333,390,-95.0936008902239,365
"13776","Justin Watson","TBB","WR",25,2,"WR","weighted",23.8972641447783,143,0.935764915194287,15.537692134989,10.5,37.9922354740061,20,-134.212204177978,537,-127.35,529,-141.538075159014,487
"13789","Jordan Wilkins","IND","RB",26,2,"RB","weighted",27.1744639175258,105,0.934786551996805,21.6688375209836,7.3,49.9370909090909,13,-101.550975624338,400,-103.017,417,-105.160269990079,386
"13793","Marquez Valdes-Scantling","GBP","WR",26,2,"WR","weighted",77.2486592026186,93,2.97699891479523,8.7061857386956,63.7,84.0747878787879,15,-80.8608091201374,332,-74.15,286,-95.4555227542327,366
"13794","Damion Ratley","NYG","WR",25,2,"WR","weighted",19.3463574730354,153,1.67293374422188,12.1883995873125,10.463,25.9894781345566,23,-138.763110849721,547,-127.387,530,-153.540832498464,535
"13809","Russell Gage","ATL","WR",24,2,"WR","weighted",89.3666299025003,82,1.95326669312503,29.4037920608004,65.438,122.0846886121,11,-68.7428384202557,301,-72.412,281,-57.445622020921,287
"13814","Boston Scott","PHI","RB",25,2,"RB","weighted",105.47989616033,46,6.02202972009958,13.0096008218657,94.569,124.65874846192,10,-23.2455433815332,195,-15.748,154,-30.4386124372495,217
"13816","Trenton Cannon","CAR","RB",26,2,"RB","weighted",3.80680431432974,139,0.570304314329738,3.26824754264422,1.478,5.64133363914373,14,-124.918635227534,502,-108.839,470,-149.456027260026,514
"13819","Jordan Thomas","FA","TE",24,2,"TE","weighted",23.5524187946885,77,1.07376582665193,10.6198662792928,16.894,33.05225,13,-100.148293388491,393,-90.0793333333333,337,-110.981427342823,404
"13832","Jason Sanders","MIA","K",25,2,"K","weighted",94.4512345916945,28,4.06690657832513,23.487341100809,65.4217048455721,116.594360559006,2,-16.2030487988414,169,-26.33354715385,185,-14.8001123701915,162
"13846","Logan Woodside","TEN","QB",25,2,"QB","weighted",8.36129523809524,64,0.828604792420695,2.25488937360167,5.84,10.0817414248021,11,-267.494692053627,652,-250.626666666667,624,-297.187362762409,660
"13847","Ryan Izzo","NEP","TE",25,2,"TE","weighted",20.5146050670641,84,0.759488442947454,3.60624458405139,17.9,22.502601744186,14,-103.186107116115,410,-89.0733333333333,330,-121.531075598637,424
